TICID,RA,Dec,Tmag,Keywords
240873079,17.0135,49.0985,10.12,G022062
240911239,17.5959,51.2684,11.26,G022062
240947891,18.572,48.9905,10.85,G022062
241013310,20.0536,48.6114,9.79,G022062
241017747,20.1691,51.5948,7.04,G022062
241018215,20.2672,51.9831,7.11,G022062
306956190,13.9595,50.7701,9.3,G022003;G022062
327088409,23.5714,42.3805,6.74,G022062
407339750,16.8706,41.2586,6.74,G022062
12790306,343.1908,60.9161,6.75,G022062;G022038
197755658,337.0072,53.6833,11.32,G022062
197757000,337.2079,53.7711,10.42,G022062;G022208
276119305,328.9647,57.5456,11.99,G022062
278950133,333.0406,53.6988,9.26,G022062
283640314,348.3999,56.7381,9.41,G022062
315287999,347.5107,59.2017,9.6,G022062
316660881,335.5892,55.3941,12.05,G022062
324596129,330.1153,53.293,12.06,G022062
326374705,331.8016,52.6356,8.6,G022062
329770815,332.9933,54.6416,12.02,G022062
330135088,333.5055,57.1203,9.14,G022062
330234754,333.4498,55.7391,10.78,G022062
331069412,334.1835,55.4771,9.05,G022062
331075830,334.2772,54.2093,9.74,G022062
335265326,332.19,61.0224,7.28,G022062
335995445,333.3563,62.5345,10.75,G022062
341679932,329.5942,52.5673,10.43,G022062
342332827,326.5941,56.9172,8.64,G022062
342334344,326.6692,57.2935,9.58,G022062
343127696,334.5258,55.9043,9.93,G022062
343549114,341.5699,56.8521,10.14,G022062
343553606,341.5028,57.7805,11.14,G022062
343661464,341.7254,58.0843,8.25,G022062
343667351,341.625,56.8255,10.23,G022062
343878395,341.9565,58.1471,9.78,G022062;G022172
353863850,331.0537,59.8672,6.91,G022062;G022171
367691816,343.9372,56.4768,9.96,G022062
371480725,342.873,57.0049,9.88,G022062;G022208
388196465,326.1425,54.2194,11.06,G022062
388245308,326.1434,54.3668,10.43,G022062
388705796,340.4565,56.2761,12.06,G022062
395232198,335.2905,55.5511,9.41,G022062;G022172
410522328,327.9485,61.9429,7.29,G022062;G022172
412638697,329.6424,60.9505,11.3,G022062
414281010,336.7812,54.1816,10.44,G022062
415165528,337.2365,56.6032,9.03,G022062
421718004,324.7616,54.9671,11.72,G022062
428064231,339.1199,52.6412,10.94,G022062
430808126,333.9932,53.3119,10.88,G022062
431040288,334.7816,52.1203,9.15,G022062
467473505,336.4933,53.7816,7.98,G022062
468848368,338.9284,53.2043,7.62,G022062
469684576,329.624,54.4849,8.51,G022062
469803910,330.0194,55.0197,7.24,G022062
469857617,330.105,59.6917,11.48,G022062
63971857,337.5238,54.7901,9.74,G022062;G022172
63972389,337.6005,54.632,11.47,G022062
63972440,337.6094,54.6184,11.18,G022062
64366964,338.0262,53.9591,10.5,G022062
64558216,338.4198,56.5263,9.71,G022062
64951042,339.0672,57.0356,11.57,G022062;G022204
66080183,340.6611,53.4173,11.16,G022062
13037534,343.8759,64.0086,10.0,G022062;G022204
13389059,344.6658,63.0771,7.08,G022062
268944966,349.1127,61.9629,6.26,G022062;G022172
269238622,350.0526,62.3073,11.96,G022062
269516224,350.6667,61.2258,9.08,G022062
269609504,350.6582,65.2995,11.04,G022062
269810150,350.9421,61.0987,7.51,G022062
270334246,351.9123,61.2911,7.68,G022062
270665642,353.0227,64.0149,11.1,G022062
270819212,353.3989,60.4687,6.41,G022062
271342599,354.2453,61.8811,12.1,G022062
271529021,354.4303,64.3032,10.53,G022062
271529113,354.5845,64.334,8.94,G022062
272324340,355.9353,61.6153,11.99,G022062
272532173,356.1299,61.9869,10.46,G022062
272622914,356.5438,61.6259,12.0,G022062
272822330,356.5747,62.0259,9.74,G022062
272922818,356.9653,61.0961,10.32,G022062
272926817,356.8274,62.067,11.03,G022062
279871974,354.3022,66.9195,10.31,G022062
317470793,350.6012,72.9156,10.84,G022062
326630342,359.2892,63.0061,9.98,G022062
338159479,338.0648,64.9779,11.29,G022062
359132040,1.8556,63.3491,11.61,G022062;G022204
368319105,358.1372,68.9337,9.41,G022062
376499580,339.5099,67.4662,11.35,G022062
376891083,341.261,68.1329,8.67,G022062
376963666,341.5864,67.7063,10.08,G022062
377506471,341.9706,65.0622,6.67,G022062;G022020
377611329,348.2956,62.7016,12.0,G022062
378051407,352.0418,61.1517,9.42,G022062
378151204,352.2926,61.3711,9.21,G022062
396201681,359.5249,67.6032,9.69,G022062
427385758,344.4471,68.4072,7.88,G022062
427767269,352.6456,66.5627,9.9,G022062
434437489,344.92,65.2111,10.03,G022062
434625997,345.5235,62.512,7.78,G022062
434893323,346.0092,63.3969,7.23,G022062;G022169;G022172
470710327,357.3291,61.9628,9.23,G022062
470742658,357.6646,60.9109,8.85,G022062
256352113,322.7467,70.8232,6.98,G022062
256640207,327.5462,71.4439,9.28,G022062;G022208
269697721,301.6155,70.6597,7.68,G022062
322055308,323.8583,68.2194,6.54,G022062
322262620,325.34,69.6928,7.8,G022161;G022062
323143096,322.1174,76.4034,7.24,G022062
333870949,309.3474,75.6036,6.76,G022062
352979549,310.8266,72.3751,10.84,G022062
366517337,303.7511,76.905,10.14,G022062
366517381,303.9876,76.8102,9.4,G022062
366557556,331.7969,72.3731,6.7,G022062
375599392,334.6183,69.8612,9.71,G022062
375853985,336.3163,70.2428,11.03,G022062
375854079,336.2484,70.315,10.02,G022062
233310793,300.8151,58.9546,11.64,G022062
236872887,302.914,63.5274,7.7,G022135;G022062
305633328,315.5995,60.0783,10.89,G022062
314459000,319.1215,55.3862,9.42,G022062
315777423,321.0969,56.3615,8.28,G022062
316413192,321.931,57.3214,7.67,G022062
316783284,322.2406,58.7398,7.16,G022062
343264872,309.6192,60.9186,7.96,G022062
344376832,317.628,57.7192,10.47,G022062
352762746,308.5907,64.6446,10.0,G022135;G022062
375422201,315.8822,59.4307,9.2,G022062
404103665,322.9838,61.5001,11.34,G022062
427093395,321.0604,63.535,9.72,G022062
455824124,322.4672,64.9212,9.69,G022062
467296643,309.14,60.1125,9.2,G022062
229461186,295.1026,60.9203,10.85,G022062;G022208
229913521,287.4277,64.8589,9.91,G022062
229944718,288.1841,62.2707,10.37,G022062
232637164,281.123,56.779,7.89,G022062
233532554,280.4475,62.6764,9.6,G022062
233539736,281.0183,60.7701,10.48,G022135;G022062
258773798,286.1776,66.3019,11.36,G022062
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
376979172,284.3017,56.2328,7.95,G022062
377190161,285.6751,58.7328,10.11,G022062;G022208
377192659,285.9148,57.4572,8.36,G022062
377251803,286.2642,57.126,9.05,G022062
377253090,286.1923,58.9513,11.84,G022062
377307592,286.9862,59.3978,11.73,G022062
392536812,280.4675,58.0563,11.22,G022062
424461577,279.7344,60.3981,10.15,G022062
219109908,271.3763,69.7542,10.23,G022062
229585542,271.5271,72.5847,10.02,G022062
229751802,280.8019,69.9322,9.02,G022062
229776076,282.7475,69.8828,9.35,G022030;G022062
229793060,284.7193,69.5314,6.62,G022135;G022062
233207585,266.0012,70.2594,10.2,G022062
237215017,294.7802,76.4228,7.24,G022062
237277760,299.1197,73.6159,8.7,G022062;G022208
237278994,299.6589,72.2383,10.18,G022062;G022208
256298934,276.4872,68.9619,11.26,G022062
258351350,296.5108,69.9193,7.93,G022062
263968694,288.5297,78.2664,11.97,G022062
288391801,267.2346,78.1229,11.41,G022062
329153513,268.2669,77.3841,8.9,G022062
356820646,269.5245,73.1237,11.22,G022062
441734144,258.558,76.7038,10.59,G022062
160472514,237.706,72.2112,9.38,G022062;G022173;G022208
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198279946,250.2761,62.308,6.78,G022135;G022062
219738202,241.5722,62.7629,10.45,G022062
219859691,257.819,69.5032,9.05,G022030;G022062
219900027,263.8386,68.6387,11.2,G022062
233233639,267.2584,67.4366,11.45,G022062
188767945,261.2845,53.1332,7.22,G022062
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198410462,259.2014,54.7708,11.21,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
198457457,261.8349,56.3751,9.4,G022062;G022208
199688409,253.0515,57.7255,12.05,G022062
199716496,254.391,59.5313,10.64,G022062
224605072,255.5992,58.8699,11.43,G022062
229687624,262.9887,57.1784,8.98,G022062
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
233072275,270.9552,60.171,11.23,G022062
233679640,260.3366,60.0582,10.88,G022062
284890361,260.4364,54.5592,11.66,G022232;G022062;G022208
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356150515,266.4807,52.6346,11.55,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1707,54.7685,9.15,G022062
356920361,273.6707,56.5884,6.31,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7935,56.4175,11.54,G022062;G022208
