# TESS Program G011257

Title: Maximizing The Warm Neptune Sample For Jwst

PI: Crossfield, Ian - Massachusetts Institute Of Technology

Type: N/A

Summary: Small planets on short-period orbits are the most common product of planet formation, and atmospheric measurements provide the only way to assess their detailed compositions. However, so few of these planets have been studied that we cannot reliably infer trends of atmospheric composition, aerosols, and/or chemistry versus UV or O/IR irradiation, planet mass, stellar type, etc. We need a larger sample. We propose a new set of TESS targets, derived by prioritizing stars most likely to host transiting planets whose atmospheres JWST can easily characterize. Our program program will increase the expected yield of such planets by 50\% compared to the CTL, finally providing a large enough sample of warm Neptunes to identify the trends (if any!) linking stellar, planetary, and system properties. 


# Sector 001 targets observed (147)
126640157,314.7973,-46.2564,12.92,G011257
129711101,322.1645,-36.3009,13.25,G011257
144252436,328.682,-43.4223,13.36,G011257
147131328,322.0791,-42.4872,13.81,G011257
147286271,324.9852,-44.4066,12.42,G011257
382263374,323.7727,-38.8373,14.24,G011257
389473715,312.8926,-37.9605,12.72,G011257
389662505,323.3435,-43.587,12.92,G011257
152913364,337.909,-36.309,13.0,G011257
197645641,328.6855,-38.8525,13.33,G011257
197712257,330.2688,-41.1017,13.35,G011257
197757864,331.4745,-37.2174,13.05,G011257
253930019,338.5017,-31.9502,14.02,G011257
393940894,338.3766,-38.7106,13.77,G011257
441193290,334.6464,-29.9644,14.45,G011257
61455761,335.1634,-31.4932,15.43,G011257
62762339,336.5233,-30.997,12.23,G011257
63036573,337.0009,-30.163,13.49,G011257
63038821,337.1187,-30.3903,15.67,G011257
206407574,330.2753,-19.6915,14.27,G011257
25167840,326.3893,-21.2082,13.34,G011257
25373148,328.6435,-20.3744,15.92,G011257
270072894,329.4003,-29.5911,12.74,G011257
270101147,329.9706,-28.89,15.75,G011257
32178036,332.0337,-24.891,12.51,G011257
421951793,329.7749,-20.2678,11.89,G011257
441030229,324.3974,-21.6716,15.63,G011257
441045405,325.0702,-22.8107,13.25,G011257
99739055,322.1289,-23.798,12.99,G011257
152226902,312.4114,-31.5977,16.03,G011257
211409415,321.7842,-31.1974,14.82,G011257
211432564,322.1812,-30.7928,14.57,G011257
266637819,319.7657,-31.2565,15.63,G011257
289827750,317.4948,-28.2902,14.11,G011257
289954393,318.5636,-24.416,14.31,G011257
29476779,313.987,-24.7366,14.9,G011257
441432125,311.7694,-31.9827,14.93,G011257
89397253,322.7764,-30.3396,14.13,G011257
92630380,315.899,-30.5208,15.14,G011257
92751438,317.0911,-32.38,14.93,G011257
259764558,323.287,-62.6427,14.29,G011257
261523668,336.0204,-69.0686,13.38,G011257
265465650,320.9684,-62.2253,11.88,G011257
265489215,321.7924,-63.8729,14.52,G011257
277835036,344.6037,-65.997,13.28,G011257
278661819,329.1595,-67.0728,13.09,G011257
327596703,326.7368,-66.1841,15.6,G011257
403207312,338.1754,-56.1918,12.33,G011257;G011180
406276109,325.6494,-64.2161,13.81,G011257
197961755,348.4475,-52.6423,14.08,G011257
206287170,353.2579,-50.9166,14.22,G011257
206327047,354.0832,-52.5327,12.67,G011257
231712880,352.2179,-54.4675,11.82,G011257
234296997,358.1251,-61.4106,13.22,G011257
235041975,354.5071,-62.3301,14.15,G011257
262787246,347.8928,-54.5791,12.08,G011180;G011257
319245859,351.6676,-57.707,13.05,G011257
350190949,354.9029,-61.1127,13.93,G011257
355446873,351.2853,-52.1364,14.16,G011257
355635918,357.9613,-59.7715,13.73,G011257
121473286,342.7374,-42.9193,13.3,G011257
143982524,335.8461,-50.5348,13.64,G011257
161113386,338.3408,-52.883,13.33,G011257
161175802,340.401,-52.3062,13.03,G011257
161267680,341.802,-50.2336,14.07,G011257
197954324,347.1546,-49.4338,13.29,G011257
214874910,341.9915,-41.5397,12.65,G011257
231269276,334.6786,-48.1329,13.86,G011257
143948433,333.2595,-52.677,14.09,G011257
403136932,333.7666,-54.2785,13.6,G011257
403151851,334.2179,-55.2019,12.56,G011257
79013855,315.1442,-50.3457,12.87,G011257
79173854,317.1556,-49.6965,12.84,G011257
201352739,5.0899,-59.2873,12.71,G011257
231833239,24.1041,-64.8556,11.82,G011257;G011180
231838952,25.0173,-63.0869,14.32,G011257
231911339,7.146,-61.5135,13.27,G011257
235037759,353.8354,-64.5564,13.11,G011257
237911804,22.1688,-65.7373,13.91,G011257
281596686,8.6532,-56.8524,12.76,G011257
281741994,12.2029,-58.1271,14.06,G011257
38964182,11.0403,-69.1793,12.74,G011257;G011180
425937239,5.3684,-61.8761,13.76,G011257
52018322,16.3018,-66.7724,12.47,G011257
270201625,331.647,-76.2637,13.17,G011257
270275818,334.3397,-76.2691,12.53,G011257;G011180
273395799,340.6796,-72.7287,12.97,G011257
277939969,355.305,-74.4299,13.15,G011257
290402654,330.5181,-73.66,14.16,G011257
293525090,352.0122,-75.9352,13.96,G011257
293525929,351.7235,-73.0907,12.7,G011257
293618677,0.122,-71.9102,14.1,G011257
394634284,351.747,-70.4388,12.42,G011238;G011180;G011257
410211632,353.908,-69.7671,13.02,G011257
410212351,354.7301,-71.6698,13.18,G011257
182078091,14.578,-77.8903,14.11,G011257
238183349,54.2204,-77.6686,12.76,G011257
238230163,59.3925,-73.7246,14.24,G011180;G011257
260950734,73.6474,-80.5952,13.65,G011180;G011257
269795262,68.3493,-78.7224,12.83,G011180;G011257
269849065,69.145,-81.2928,12.85,G011180;G011257
270368906,35.2013,-81.7146,12.54,G011257;G011180
280098208,47.0483,-74.8547,12.51,G011180;G011257
290547904,4.6139,-82.1207,13.34,G011180;G011257
293437214,48.52,-78.6474,13.77,G011180;G011257
299802425,59.9037,-74.4213,13.41,G011180;G011257
314825931,52.2773,-75.5292,13.41,G011180;G011257
314864825,53.2434,-74.9451,12.22,G011180;G011257
323433390,69.8232,-84.3558,12.85,G011180;G011257
33716034,61.0451,-74.7059,13.01,G011180;G011257
394275429,28.9678,-79.8931,13.21,G011180;G011257
394700247,58.1546,-82.6617,13.01,G011257;G011180
394733132,22.8867,-84.2411,14.45,G011257
394819349,36.1396,-85.118,12.11,G011257
50274085,29.9113,-73.3436,14.13,G011257
232073225,28.5491,-69.6969,13.02,G011257
234333590,36.5988,-71.4528,14.95,G011257
259901093,41.5366,-71.3738,13.51,G011257;G011180
273855053,31.7366,-66.1637,14.26,G011257
279675130,50.3822,-63.0646,12.13,G011257;G011180
31854199,52.5503,-66.4272,13.21,G011180;G011257
32032816,56.2544,-68.0499,13.68,G011180;G011257
369705936,32.611,-62.8153,13.79,G011257
382635553,39.8718,-63.7013,12.62,G011257
237931397,58.608,-62.3507,13.74,G011180;G011257
237933486,58.8872,-65.4225,14.32,G011180;G011257
32089857,58.591,-71.1508,14.05,G011180;G011257
32090581,58.4128,-68.7421,13.72,G011180;G011257
38458938,60.8513,-63.7223,13.31,G011180;G011257
38518913,63.0981,-61.2407,13.93,G011180;G011257
261203539,86.977,-80.5667,12.4,G011180;G011257
270503901,97.921,-78.5487,13.67,G011180;G011257
278051906,105.5675,-78.0308,13.23,G011180;G011257
280868886,101.885,-80.391,12.6,G011180;G011257
280913823,102.9654,-79.5356,13.58,G011180;G011257
392012255,85.4761,-79.2201,11.87,G011180;G011257
407621305,69.3383,-77.2631,12.82,G011180;G011257
407621351,69.2715,-77.4487,13.67,G011180;G011257
306736492,120.8476,-66.4818,13.57,G011180;G011257
306779230,121.4284,-71.1907,13.05,G011180;G011257
309550843,125.2455,-62.7964,11.17,G011180;G011257
349828966,113.7136,-60.546,13.29,G011180;G011257
364399229,119.6782,-61.4711,13.46,G011180;G011257
382624708,118.5581,-63.1271,12.94,G011180;G011257
219161221,90.4709,-51.4312,13.25,G011180;G011257
235057105,83.2732,-53.8537,13.59,G011180;G011257
278895682,100.9605,-55.5978,14.68,G011180;G011257

# Sector 002 targets observed (151)
12930864,345.2288,-27.6551,12.56,G011257
13023493,347.1025,-28.4774,15.17,G011257
13073396,348.0689,-27.353,13.07,G011179;G011257
13139975,349.7284,-26.7125,13.09,G011257
218973866,349.1737,-30.0936,14.09,G011257
47504283,343.0955,-28.2162,14.91,G011257
77005169,353.5512,-32.0002,12.5,G011257
114794094,359.3962,-20.1985,13.89,G011257
114817235,2.0677,-19.9693,12.56,G011257
12358827,0.4091,-28.4851,15.56,G011257
12377820,1.0317,-29.8651,13.97,G011257
12378684,1.0898,-24.6433,14.64,G011257
12418249,1.7983,-29.9637,12.68,G011257
12419331,2.0586,-24.2323,15.86,G011257
152071142,0.4284,-22.0248,13.58,G011257
183531273,359.7617,-30.3676,12.59,G011257
211437019,4.9244,-23.5858,12.97,G011257
229012749,1.7243,-19.659,14.91,G011257
246859287,7.0326,-26.8754,12.12,G011257
308187760,7.3958,-25.2591,16.07,G011257
33913688,356.2344,-26.2443,14.36,G011257
33985109,357.5651,-28.4762,15.97,G011257
33987578,357.9914,-29.5504,14.12,G011257
65258470,359.139,-24.4306,13.16,G011257
89545786,358.0725,-21.2506,14.62,G011257
214661552,349.4551,-12.3452,12.35,G011257
228383194,357.64,-17.8315,14.42,G011257
228464972,357.8854,-13.7341,12.81,G011257
228464986,357.6536,-13.2929,14.29,G011257
2760339,356.3827,-16.8213,15.67,G011257
402317982,353.3426,-12.6686,11.71,G011257
402324846,353.8013,-15.3926,11.89,G011257
441053325,359.1979,-15.8718,12.98,G011257
49785790,353.1871,-11.8106,14.94,G011257
66419014,354.6689,-19.0055,12.91,G011257
66419701,354.8057,-20.6847,12.37,G011257
8962352,354.5148,-10.138,12.66,G011257
92105307,355.0653,-12.3552,15.11,G011257
9710000,358.2775,-8.4974,12.78,G011257
111188079,344.6858,-17.5845,13.04,G011257
137766633,342.7352,-19.8023,15.37,G011257
137768765,342.8247,-18.815,14.45,G011257
204290901,344.9465,-19.4122,13.83,G011257
204294226,345.3928,-22.077,13.77,G011257
204321663,346.4379,-19.1667,13.34,G011257
240664323,339.7294,-16.7922,15.28,G011257
336731209,340.5312,-22.3334,15.67,G011257
399578052,342.4789,-18.8458,16.07,G011257
421977291,339.3103,-19.485,14.63,G011257
47316468,340.3218,-25.6367,13.15,G011257
47355968,341.2,-25.0634,14.73,G011257
5634788,346.3807,-14.5752,12.32,G011257
69925469,339.8086,-18.0096,14.65,G011257
155941725,5.6482,-48.5426,13.0,G011257
200671174,3.425,-51.8301,13.67,G011257
206287170,353.2579,-50.9166,14.22,G011257
206327047,354.0832,-52.5327,12.67,G011257
281596686,8.6532,-56.8524,12.76,G011257
355635918,357.9613,-59.7715,13.73,G011257
369642052,12.0594,-53.5438,13.7,G011257
7203829,6.3535,-47.7491,12.93,G011257
100100829,24.3228,-45.6826,12.5,G011257
100103816,24.8557,-47.5107,13.0,G011257
101949836,14.8718,-44.2793,13.27,G011257
102029266,15.7994,-43.8198,15.77,G011257
183597056,18.4744,-40.2641,13.71,G011257
229112879,17.6149,-49.9609,13.34,G011257
382416410,18.5702,-51.6379,13.8,G011257
41862291,20.9628,-39.7527,12.39,G011257
80427082,10.4816,-44.0578,14.93,G011257
80427599,10.6471,-42.9125,13.11,G011257
80473794,12.4465,-44.9085,13.29,G011257
115693601,7.0191,-36.8674,14.08,G011257
116659847,8.227,-40.3228,15.56,G011257
117157650,8.9042,-37.7468,12.26,G011257
118585716,10.7283,-40.787,14.28,G011257
149011147,3.6246,-35.4936,12.67,G011257
179492572,13.026,-40.0539,13.59,G011257
179986766,14.0744,-38.9401,14.0,G011257
180998593,16.3786,-36.4788,12.69,G011257
251823847,5.5378,-35.2222,13.83,G011257
251853120,8.2353,-31.3564,15.85,G011257
251878167,9.7615,-30.211,13.05,G011257
63725655,5.269,-32.6299,13.32,G011257
70761819,0.7108,-34.2721,13.38,G011257
144329999,355.5843,-46.0045,13.46,G011257
144330228,355.695,-44.8646,11.99,G011257
144403136,357.996,-46.7633,14.13,G011257
144434687,358.6324,-43.852,12.89,G011257
165885826,1.7597,-42.4372,14.27,G011257
175412075,350.3058,-41.256,13.12,G011257
175457541,350.6109,-39.7145,14.36,G011257
369579717,0.4449,-44.2823,13.68,G011257
389627008,359.7193,-38.5577,13.15,G011257
389751841,350.9123,-42.8289,13.82,G011257
166760016,37.4616,-53.8005,13.53,G011257
201859307,37.6826,-58.1989,12.79,G011257
201879334,39.0094,-54.8496,13.26,G011257
206584335,20.0811,-55.3508,13.78,G011257
219987115,30.1327,-51.4735,12.96,G011257
229149051,27.4927,-53.3782,14.33,G011257
229150753,27.7903,-50.4909,13.41,G011257
231052177,29.6828,-59.6011,13.16,G011257
201352739,5.0899,-59.2873,12.71,G011257
230979548,23.9489,-59.7204,13.68,G011180;G011257
231833239,24.1041,-64.8556,11.82,G011257;G011180
231838952,25.0173,-63.0869,14.32,G011257
231911339,7.146,-61.5135,13.27,G011257
